"117","Q.02","Perairan Biak",,"13","0","Perairan Biak","1","0000-00-00 00:00:00","0","2015-12-05 06:31:48","1"
"118","Q.03","Teluk Cendrawasih",,"13","0","Teluk Cendrawasih","1","0000-00-00 00:00:00","0","2015-12-05 06:31:57","1"
"119","Q.04","Samudera Pasifik utara Jayapura",NULL,"13","0","S. Pasifik utara Jayapura","1","0000-00-00 00:00:00","0","2016-10-21 11:09:24","15"
"120","Q.05","Perairan Jayapura - Sarmi",NULL,"13","0","Perairan Jayapura - Sarmi","1","0000-00-00 00:00:00","0","2015-12-05 06:32:00","1"
"121","R.01","Perairan Amamapere - Agats",,"43","0","Perairan Amamapere - Agats","1","0000-00-00 00:00:00","0","2015-12-05 06:32:01","1"
"122","R.02","Perairan Yos Sudarso",,"43","0","Perairan Yos Sudarso","1","0000-00-00 00:00:00","0","2015-12-05 06:32:04","1"
"123","R.03","Perairan Merauke",,"43","0","Perairan Merauke","1","0000-00-00 00:00:00","0","2015-12-05 06:32:05","1"
"124","R.04","Laut Arafuru bagian timur",NULL,"43","0","Laut Arafuru bag. timur","1","0000-00-00 00:00:00","0","2016-10-21 11:09:33","15"
"125","S.01","Perairan Bau-bau",,"14","0","Perairan Bau-bau","1","0000-00-00 00:00:00","0","2015-12-05 06:32:09","1"
"126","S.02","Perairan Kepulauan Wakatobi",NULL,"14","0","Perairan Kep. Wakatobi","1","0000-00-00 00:00:00","0","2016-10-21 11:08:30","15"
"127","S.03","Perairan Manui - Kendari",,"14","0","Perairan Manui - Kendari","1","0000-00-00 00:00:00","0","2015-12-05 06:32:12","1"
"128","S.04","Laut Banda timur Sulawesi Tenggara",,"14","0","Laut Banda timur Sulawesi Tenggara","1","0000-00-00 00:00:00","0","2015-12-05 06:32:14","1"
"129","S.05","Teluk Tolo",NULL,"14","0","Teluk Tolo","1","0000-00-00 00:00:00","0","2015-12-05 06:32:15","1"
"130","S.06","Perairan Kepulauan Banggai",NULL,"14","0","Perairan Kep. Banggai","1","0000-00-00 00:00:00","0","2016-10-21 11:08:26","15"
"131","S.07","Perairan Kepulauan Sula",NULL,"14","0","Perairan Kep. Sula","1","0000-00-00 00:00:00","0","2016-10-21 11:08:26","15"
"132","T.01","Laut Seram bagian barat",NULL,"15","0","Laut Seram bag. barat","1","0000-00-00 00:00:00","0","2016-10-21 11:08:26","15"
"133","T.02","Laut Seram bagian timur",NULL,"15","0","Laut Seram bag. timur","1","0000-00-00 00:00:00","0","2016-10-21 11:08:14","15"
"134","T.03","Perairan selatan Ambon",,"15","0","Perairan selatan Ambon","1","0000-00-00 00:00:00","0","2015-12-05 06:32:23","1"
"135","T.04","Laut Banda bagian utara",NULL,"15","0","Laut Banda bag. utara","1","0000-00-00 00:00:00","0","2016-10-21 11:06:58","15"
"136","T.05","Laut Banda bagian selatan",NULL,"15","0","Laut Banda bag. selatan","1","0000-00-00 00:00:00","0","2016-10-21 11:06:47","15"
"137","T.06","Perairan Kepulauan Kai",NULL,"15","0","Perairan Kep. Kai","1","0000-00-00 00:00:00","0","2016-10-21 11:06:42","15"
"138","T.07","Perairan Kepulauan Aru",NULL,"15","0","Perairan Kep. Aru","1","0000-00-00 00:00:00","0","2016-10-21 11:06:42","15"
"139","T.08","Perairan Kepulauan Tanimbar",NULL,"15","0","Perairan Kep. Tanimbar","1","0000-00-00 00:00:00","0","2016-10-21 11:06:42","15"
"140","T.09","Perairan Kepulauan Babar",NULL,"15","0","Perairan Kep. Babar","1","0000-00-00 00:00:00","0","2016-10-21 11:06:27","15"
"141","T.10","Perairan Kep. Sermata - Kep. Leti",,"15","0","Perairan Kep. Sermata - Kep. Leti","1","0000-00-00 00:00:00","0","2015-10-06 16:05:00","1"
"142","T.11","Laut Arafuru bagian barat",NULL,"15","0","Laut Arafuru bag. barat","1","0000-00-00 00:00:00","0","2016-10-21 11:06:25","15"
"143","T.12","Laut Arafuru bagian tengah",NULL,"15","0","Laut Arafuru bag. tengah","1","0000-00-00 00:00:00","0","2016-10-21 11:06:15","15"
"144","I.05","Perairan Gresik",NULL,"9","0","Perairan Gresik","1","2015-12-02 06:37:32","15","2015-12-13 14:00:56","15"
